Waktu,PM10,PM2.5,SO2,CO,O3,NO2,HC,Critical Component
19 Februari 2024,16.6,43.3,0.0,11.1,38.2,0.0,0.0,PM2.5
20 Februari 2024,15.5,42.3,0.0,11.0,36.5,0.0,0.0,PM2.5
21 Februari 2024,15.4,41.0,0.0,11.3,42.5,0.0,0.0,O3
22 Februari 2024,15.5,40.3,0.0,11.5,44.2,0.0,0.0,O3
23 Februari 2024,16.7,44.5,0.0,11.4,45.2,0.0,0.0,O3
24 Februari 2024,14.6,39.3,0.0,10.1,43.7,0.0,0.0,O3
25 Februari 2024,14.5,38.0,0.0,10.8,40.0,0.0,0.0,O3
26 Februari 2024,14.4,38.7,0.0,10.4,41.0,0.0,0.0,O3
27 Februari 2024,15.9,42.0,0.0,11.3,43.2,0.0,0.0,O3
28 Februari 2024,14.3,37.1,0.0,10.5,41.4,0.0,0.0,O3
29 Februari 2024,12.7,33.0,0.0,9.9,35.6,0.0,0.0,O3
1 Maret 2024,13.6,37.0,0.0,10.5,37.4,0.0,0.0,O3
2 Maret 2024,14.2,38.5,0.0,10.5,36.2,0.0,0.0,PM2.5
3 Maret 2024,14.6,38.0,0.0,10.6,38.1,0.0,0.0,O3
4 Maret 2024,14.0,36.3,0.0,10.1,38.8,0.0,0.0,O3
5 Maret 2024,12.5,32.3,0.0,10.0,36.5,0.0,0.0,O3
6 Maret 2024,13.8,36.3,0.0,10.6,38.1,0.0,0.0,O3
7 Maret 2024,14.3,37.7,0.0,10.6,37.1,0.0,0.0,PM2.5
8 Maret 2024,14.3,36.7,0.0,10.5,34.0,0.0,0.0,PM2.5
9 Maret 2024,14.4,36.7,0.0,10.3,35.8,0.0,0.0,PM2.5
10 Maret 2024,14.6,37.4,0.0,10.6,40.0,0.0,0.0,O3
11 Maret 2024,13.8,35.6,0.0,10.1,37.4,0.0,0.0,O3
12 Maret 2024,14.2,35.6,0.0,10.4,41.9,0.0,0.0,O3
13 Maret 2024,13.6,35.0,0.0,10.6,35.4,0.0,0.0,O3
14 Maret 2024,12.3,30.3,0.0,10.0,42.5,0.0,0.0,O3
15 Maret 2024,12.7,31.4,0.0,10.5,43.2,0.0,0.0,O3
16 Maret 2024,12.2,30.2,0.0,10.1,39.3,0.0,0.0,O3
17 Maret 2024,13.0,32.3,0.0,10.5,44.7,0.0,0.0,O3
18 Maret 2024,13.4,34.8,0.0,10.3,35.1,0.0,0.0,O3
19 Maret 2024,13.5,35.0,0.0,10.5,38.6,0.0,0.0,O3
20 Maret 2024,14.3,38.3,0.0,10.7,39.6,0.0,0.0,O3
21 Maret 2024,14.2,37.1,0.0,10.5,38.8,0.0,0.0,O3
22 Maret 2024,13.8,36.4,0.0,10.6,43.2,0.0,0.0,O3
23 Maret 2024,14.6,38.8,0.0,10.4,43.5,0.0,0.0,O3
24 Maret 2024,14.4,38.0,0.0,10.5,45.5,0.0,0.0,O3
25 Maret 2024,13.6,35.2,0.0,10.4,42.3,0.0,0.0,O3
26 Maret 2024,14.6,38.5,0.0,10.6,35.2,0.0,0.0,PM2.5
27 Maret 2024,13.9,35.3,0.0,10.2,39.1,0.0,0.0,O3
28 Maret 2024,14.6,37.6,0.0,10.5,37.2,0.0,0.0,PM2.5
29 Maret 2024,14.5,36.8,0.0,10.2,40.1,0.0,0.0,O3
30 Maret 2024,13.4,33.5,0.0,10.4,45.2,0.0,0.0,O3
31 Maret 2024,14.2,36.1,0.0,10.4,41.1,0.0,0.0,O3
1 April 2024,14.5,36.4,0.0,10.7,46.1,0.0,0.0,O3
2 April 2024,15.2,38.1,0.0,10.9,40.5,0.0,0.0,O3
3 April 2024,14.5,36.9,0.0,10.6,41.9,0.0,0.0,O3
4 April 2024,13.8,34.8,0.0,10.4,40.1,0.0,0.0,O3
5 April 2024,13.5,34.5,0.0,10.5,41.9,0.0,0.0,O3
6 April 2024,15.3,38.6,0.0,10.9,43.1,0.0,0.0,O3
7 April 2024,15.8,39.4,0.0,11.2,41.5,0.0,0.0,O3
8 April 2024,14.7,37.1,0.0,11.0,43.2,0.0,0.0,O3
9 April 2024,14.5,36.2,0.0,10.9,46.2,0.0,0.0,O3
10 April 2024,15.2,37.3,0.0,10.9,46.1,0.0,0.0,O3
11 April 2024,15.2,37.3,0.0,10.9,43.4,0.0,0.0,O3
12 April 2024,15.6,38.7,0.0,11.1,43.4,0.0,0.0,O3
13 April 2024,16.5,40.5,0.0,11.4,44.7,0.0,0.0,O3
14 April 2024,16.0,38.8,0.0,11.1,46.4,0.0,0.0,O3
15 April 2024,15.2,37.5,0.0,11.0,45.8,0.0,0.0,O3
16 April 2024,15.6,38.5,0.0,10.9,42.5,0.0,0.0,O3
17 April 2024,14.9,37.3,0.0,10.9,40.5,0.0,0.0,O3
18 April 2024,14.1,34.6,0.0,10.5,41.5,0.0,0.0,O3
19 April 2024,15.0,37.6,0.0,10.7,40.0,0.0,0.0,O3
20 April 2024,14.5,36.0,0.0,10.7,43.4,0.0,0.0,O3
21 April 2024,14.1,34.6,0.0,10.6,41.9,0.0,0.0,O3
22 April 2024,15.4,38.6,0.0,10.8,40.5,0.0,0.0,O3
23 April 2024,15.4,38.6,0.0,11.0,42.0,0.0,0.0,O3
24 April 2024,16.5,41.4,0.0,11.3,42.8,0.0,0.0,O3
25 April 2024,15.1,37.0,0.0,11.2,46.2,0.0,0.0,O3
26 April 2024,15.9,40.4,0.0,11.2,46.4,0.0,0.0,O3
27 April 2024,17.2,43.3,0.0,11.2,44.7,0.0,0.0,O3
28 April 2024,15.8,39.4,0.0,11.0,43.8,0.0,0.0,O3
29 April 2024,16.0,38.6,0.0,11.2,44.7,0.0,0.0,O3
30 April 2024,16.3,40.5,0.0,11.1,46.5,0.0,0.0,O3
1 Mei 2024,16.3,40.1,0.0,11.2,42.5,0.0,0.0,O3
2 Mei 2024,15.9,39.5,0.0,11.2,45.2,0.0,0.0,O3
3 Mei 2024,16.1,40.2,0.0,11.1,44.2,0.0,0.0,O3
4 Mei 2024,16.0,38.5,0.0,11.2,45.5,0.0,0.0,O3
5 Mei 2024,16.0,38.6,0.0,11.0,43.6,0.0,0.0,O3
6 Mei 2024,15.5,37.2,0.0,11.0,44.2,0.0,0.0,O3
7 Mei 2024,15.3,37.1,0.0,11.0,40.5,0.0,0.0,O3
8 Mei 2024,16.3,40.6,0.0,11.3,42.1,0.0,0.0,O3
9 Mei 2024,16.6,40.1,0.0,11.5,43.8,0.0,0.0,O3
10 Mei 2024,16.4,39.4,0.0,11.5,42.8,0.0,0.0,O3
11 Mei 2024,16.4,39.4,0.0,11.4,46.4,0.0,0.0,O3
12 Mei 2024,16.5,39.8,0.0,11.3,43.2,0.0,0.0,O3
13 Mei 2024,17.4,43.2,0.0,11.3,44.7,0.0,0.0,O3
14 Mei 2024,17.4,42.1,0.0,11.3,45.2,0.0,0.0,O3
15 Mei 2024,17.2,40.6,0.0,11.4,44.7,0.0,0.0,O3
16 Mei 2024,17.7,42.6,0.0,11.2,46.5,0.0,0.0,O3
17 Mei 2024,17.6,42.0,0.0,11.2,45.1,0.0,0.0,O3
18 Mei 2024,18.8,45.6,0.0,11.3,43.8,0.0,0.0,PM2.5
19 Mei 2024,18.0,44.1,0.0,11.3,43.1,0.0,0.0,PM2.5
20 Mei 2024,17.3,41.2,0.0,11.4,41.0,0.0,0.0,PM2.5
21 Mei 2024,16.7,39.8,0.0,11.4,44.7,0.0,0.0,O3
22 Mei 2024,17.6,42.2,0.0,11.3,44.7,0.0,0.0,O3
23 Mei 2024,18.0,43.2,0.0,11.6,46.5,0.0,0.0,O3
24 Mei 2024,18.8,46.6,0.0,11.3,44.2,0.0,0.0,PM2.5
25 Mei 2024,18.0,44.2,0.0,11.4,45.1,0.0,0.0,O3
26 Mei 2024,18.3,43.6,0.0,11.3,44.2,0.0,0.0,O3
27 Mei 2024,18.1,43.2,0.0,11.4,43.8,0.0,0.0,O3
28 Mei 2024,18.4,43.6,0.0,11.5,45.2,0.0,0.0,O3
29 Mei 2024,18.4,43.6,0.0,11.4,46.1,0.0,0.0,O3
30 Mei 2024,19.3,46.1,0.0,11.5,44.2,0.0,0.0,PM2.5
31 Mei 2024,20.0,47.8,0.0,11.3,43.6,0.0,0.0,PM2.5
1 Juni 2024,20.2,49.0,0.0,11.3,43.8,0.0,0.0,PM2.5
2 Juni 2024,19.9,47.8,0.0,11.5,42.3,0.0,0.0,PM2.5
3 Juni 2024,19.8,47.0,0.0,11.4,44.7,0.0,0.0,PM2.5
4 Juni 2024,19.9,47.0,0.0,11.5,44.7,0.0,0.0,PM2.5
5 Juni 2024,19.6,46.1,0.0,11.6,42.8,0.0,0.0,PM2.5
6 Juni 2024,19.9,46.1,0.0,11.4,44.2,0.0,0.0,PM2.5
7 Juni 2024,20.8,48.8,0.0,11.5,43.1,0.0,0.0,PM2.5
8 Juni 2024,20.5,48.2,0.0,11.4,45.2,0.0,0.0,PM2.5
9 Juni 2024,20.4,48.8,0.0,11.3,45.2,0.0,0.0,PM2.5
10 Juni 2024,20.1,48.2,0.0,11.4,44.7,0.0,0.0,PM2.5
11 Juni 2024,19.4,46.6,0.0,11.6,43.8,0.0,0.0,PM2.5
12 Juni 2024,19.6,45.6,0.0,11.5,42.8,0.0,0.0,PM2.5
13 Juni 2024,19.7,46.2,0.0,11.5,42.3,0.0,0.0,PM2.5
14 Juni 2024,20.3,48.4,0.0,11.5,43.1,0.0,0.0,PM2.5
15 Juni 2024,20.2,48.2,0.0,11.4,43.8,0.0,0.0,PM2.5
16 Juni 2024,20.4,48.2,0.0,11.4,43.6,0.0,0.0,PM2.5
17 Juni 2024,19.3,45.6,0.0,11.4,43.4,0.0,0.0,PM2.5
18 Juni 2024,19.2,45.6,0.0,11.6,43.1,0.0,0.0,PM2.5
19 Juni 2024,19.6,46.2,0.0,11.5,42.8,0.0,0.0,PM2.5
20 Juni 2024,19.9,46.1,0.0,11.4,44.7,0.0,0.0,PM2.5
21 Juni 2024,19.3,45.1,0.0,11.5,43.6,0.0,0.0,PM2.5
22 Juni 2024,19.2,44.4,0.0,11.5,45.2,0.0,0.0,O3
23 Juni 2024,19.2,45.0,0.0,11.6,44.7,0.0,0.0,O3
24 Juni 2024,19.3,45.0,0.0,11.4,42.3,0.0,0.0,PM2.5
25 Juni 2024,20.1,46.6,0.0,11.6,43.4,0.0,0.0,PM2.5
26 Juni 2024,20.2,46.6,0.0,11.6,42.8,0.0,0.0,PM2.5
27 Juni 2024,19.6,46.1,0.0,11.6,42.8,0.0,0.0,PM2.5
28 Juni 2024,20.3,47.8,0.0,11.5,44.2,0.0,0.0,PM2.5
29 Juni 2024,20.3,47.8,0.0,11.5,43.6,0.0,0.0,PM2.5
30 Juni 2024,20.1,47.8,0.0,11.6,45.2,0.0,0.0,PM2.5
1 Juli 2024,20.0,47.0,0.0,11.5,43.6,0.0,0.0,PM2.5
2 Juli 2024,20.3,47.8,0.0,11.6,43.8,0.0,0.0,PM2.5
3 Juli 2024,20.0,47.0,0.0,11.5,42.8,0.0,0.0,PM2.5
4 Juli 2024,19.9,47.0,0.0,11.5,44.2,0.0,0.0,PM2.5
5 Juli 2024,20.1,47.8,0.0,11.4,44.7,0.0,0.0,PM2.5
6 Juli 2024,20.2,47.8,0.0,11.4,46.1,0.0,0.0,PM2.5
7 Juli 2024,20.1,48.2,0.0,11.3,44.7,0.0,0.0,PM2.5
8 Juli 2024,20.3,48.4,0.0,11.5,42.3,0.0,0.0,PM2.5
9 Juli 2024,19.7,46.2,0.0,11.5,43.8,0.0,0.0,PM2.5
10 Juli 2024,20.4,48.4,0.0,11.4,44.7,0.0,0.0,PM2.5
11 Juli 2024,20.8,49.5,0.0,11.4,44.2,0.0,0.0,PM2.5
12 Juli 2024,20.4,48.8,0.0,11.5,43.1,0.0,0.0,PM2.5
13 Juli 2024,21.0,50.2,0.0,11.4,43.8,0.0,0.0,PM2.5
14 Juli 2024,21.1,51.0,0.0,11.4,43.6,0.0,0.0,PM2.5
15 Juli 2024,20.6,48.8,0.0,11.5,43.4,0.0,0.0,PM2.5
16 Juli 2024,20.4,49.0,0.0,11.5,44.2,0.0,0.0,PM2.5
17 Juli 2024,20.4,49.0,0.0,11.4,43.1,0.0,0.0,PM2.5
18 Juli 2024,20.6,48.8,0.0,11.4,43.1,0.0,0.0,PM2.5
19 Juli 2024,21.0,50.2,0.0,11.4,43.4,0.0,0.0,PM2.5
20 Juli 2024,21.0,50.2,0.0,11.4,43.6,0.0,0.0,PM2.5
21 Juli 2024,20.8,50.2,0.0,11.3,44.2,0.0,0.0,PM2.5
22 Juli 2024,20.6,48.8,0.0,11.4,44.7,0.0,0.0,PM2.5
23 Juli 2024,20.5,48.8,0.0,11.4,43.8,0.0,0.0,PM2.5
24 Juli 2024,20.7,49.5,0.0,11.3,43.8,0.0,0.0,PM2.5
25 Juli 2024,20.5,49.0,0.0,11.4,43.6,0.0,0.0,PM2.5
26 Juli 2024,20.6,49.0,0.0,11.4,42.8,0.0,0.0,PM2.5
27 Juli 2024,21.0,50.2,0.0,11.4,42.5,0.0,0.0,PM2.5
28 Juli 2024,20.5,48.8,0.0,11.4,44.2,0.0,0.0,PM2.5
29 Juli 2024,20.3,48.2,0.0,11.4,43.1,0.0,0.0,PM2.5
30 Juli 2024,20.8,49.5,0.0,11.4,43.1,0.0,0.0,PM2.5
31 Juli 2024,20.4,48.8,0.0,11.4,44.2,0.0,0.0,PM2.5
1 Agustus 2024,20.2,47.8,0.0,11.4,44.7,0.0,0.0,PM2.5
2 Agustus 2024,20.4,48.8,0.0,11.3,45.2,0.0,0.0,PM2.5
3 Agustus 2024,20.4,48.4,0.0,11.4,43.4,0.0,0.0,PM2.5
4 Agustus 2024,20.9,50.2,0.0,11.3,43.4,0.0,0.0,PM2.5
5 Agustus 2024,20.5,49.0,0.0,11.4,43.6,0.0,0.0,PM2.5
6 Agustus 2024,20.5,48.8,0.0,11.4,42.3,0.0,0.0,PM2.5
7 Agustus 2024,20.9,50.2,0.0,11.4,42.8,0.0,0.0,PM2.5
8 Agustus 2024,20.9,49.5,0.0,11.4,43.8,0.0,0.0,PM2.5
9 Agustus 2024,20.6,48.8,0.0,11.4,43.6,0.0,0.0,PM2.5
10 Agustus 2024,20.7,49.5,0.0,11.4,44.2,0.0,0.0,PM2.5
11 Agustus 2024,20.4,48.8,0.0,11.5,42.8,0.0,0.0,PM2.5
12 Agustus 2024,20.8,49.5,0.0,11.4,43.6,0.0,0.0,PM2.5
13 Agustus 2024,21.1,50.2,0.0,11.4,43.6,0.0,0.0,PM2.5
14 Agustus 2024,20.9,49.5,0.0,11.5,42.8,0.0,0.0,PM2.5
15 Agustus 2024,20.4,49.0,0.0,11.5,43.1,0.0,0.0,PM2.5
16 Agustus 2024,20.6,48.8,0.0,11.5,43.8,0.0,0.0,PM2.5
17 Agustus 2024,21.4,51.0,0.0,11.4,44.2,0.0,0.0,PM2.5
18 Agustus 2024,20.7,49.5,0.0,11.4,43.8,0.0,0.0,PM2.5
19 Agustus 2024,21.4,51.0,0.0,11.4,43.8,0.0,0.0,PM2.5
20 Agustus 2024,21.0,50.2,0.0,11.5,42.8,0.0,0.0,PM2.5
21 Agustus 2024,21.1,50.2,0.0,11.4,43.4,0.0,0.0,PM2.5
22 Agustus 2024,21.3,51.0,0.0,11.4,43.6,0.0,0.0,PM2.5
23 Agustus 2024,21.2,50.2,0.0,11.5,44.2,0.0,0.0,PM2.5
24 Agustus 2024,21.2,50.2,0.0,11.4,42.5,0.0,0.0,PM2.5
25 Agustus 2024,21.5,51.8,0.0,11.3,43.4,0.0,0.0,PM2.5
26 Agustus 2024,21.1,50.2,0.0,11.4,43.6,0.0,0.0,PM2.5
27 Agustus 2024,21.2,50.2,0.0,11.4,43.8,0.0,0.0,PM2.5
28 Agustus 2024,21.6,51.8,0.0,11.3,42.5,0.0,0.0,PM2.5
29 Agustus 2024,21.0,50.2,0.0,11.4,43.4,0.0,0.0,PM2.5
30 Agustus 2024,21.3,51.0,0.0,11.4,42.8,0.0,0.0,PM2.5
31 Agustus 2024,21.7,51.8,0.0,11.3,42.5,0.0,0.0,PM2.5
1 September 2024,21.6,51.8,0.0,11.4,44.2,0.0,0.0,PM2.5
2 September 2024,21.1,51.0,0.0,11.4,43.6,0.0,0.0,PM2.5
3 September 2024,21.2,50.2,0.0,11.4,43.8,0.0,0.0,PM2.5
4 September 2024,21.8,51.8,0.0,11.3,43.8,0.0,0.0,PM2.5
5 September 2024,21.3,51.0,0.0,11.4,43.8,0.0,0.0,PM2.5
6 September 2024,21.9,52.4,0.0,11.4,42.5,0.0,0.0,PM2.5
7 September 2024,22.0,52.4,0.0,11.3,43.1,0.0,0.0,PM2.5
8 September 2024,21.3,51.0,0.0,11.4,43.6,0.0,0.0,PM2.5
9 September 2024,20.8,49.5,0.0,11.4,43.8,0.0,0.0,PM2.5
10 September 2024,20.9,50.2,0.0,11.4,43.6,0.0,0.0,PM2.5
11 September 2024,21.9,52.4,0.0,11.4,42.8,0.0,0.0,PM2.5
12 September 2024,21.4,51.0,0.0,11.4,43.8,0.0,0.0,PM2.5
13 September 2024,22.0,52.4,0.0,11.3,42.5,0.0,0.0,PM2.5
14 September 2024,22.0,53.2,0.0,11.3,42.8,0.0,0.0,PM2.5
15 September 2024,21.5,51.0,0.0,11.4,42.8,0.0,0.0,PM2.5
16 September 2024,20.9,51.0,0.0,11.4,42.8,0.0,0.0,PM2.5
17 September 2024,21.1,50.2,0.0,11.5,43.1,0.0,0.0,PM2.5
18 September 2024,22.1,53.2,0.0,11.3,42.3,0.0,0.0,PM2.5
19 September 2024,21.6,51.8,0.0,11.3,42.8,0.0,0.0,PM2.5
20 September 2024,22.1,52.4,0.0,11.3,42.3,0.0,0.0,PM2.5
21 September 2024,22.2,54.0,0.0,11.3,42.5,0.0,0.0,PM2.5
22 September 2024,21.6,51.8,0.0,11.4,42.5,0.0,0.0,PM2.5
23 September 2024,21.1,51.0,0.0,11.4,42.5,0.0,0.0,PM2.5
24 September 2024,21.2,50.2,0.0,11.4,43.6,0.0,0.0,PM2.5
25 September 2024,22.2,53.2,0.0,11.3,42.1,0.0,0.0,PM2.5
26 September 2024,21.7,51.8,0.0,11.4,42.8,0.0,0.0,PM2.5
27 September 2024,22.3,53.2,0.0,11.3,42.8,0.0,0.0,PM2.5
28 September 2024,22.3,54.0,0.0,11.3,43.1,0.0,0.0,PM2.5
29 September 2024,21.8,51.8,0.0,11.4,43.1,0.0,0.0,PM2.5
30 September 2024,21.2,51.8,0.0,11.4,42.5,0.0,0.0,PM2.5
1 Oktober 2024,21.4,50.2,0.0,11.5,44.2,0.0,0.0,PM2.5
2 Oktober 2024,22.4,54.0,0.0,11.3,41.9,0.0,0.0,PM2.5
3 Oktober 2024,21.9,52.4,0.0,11.4,42.3,0.0,0.0,PM2.5
4 Oktober 2024,22.4,53.2,0.0,11.3,42.5,0.0,0.0,PM2.5
5 Oktober 2024,22.5,54.8,0.0,11.3,42.8,0.0,0.0,PM2.5
6 Oktober 2024,21.9,52.4,0.0,11.4,42.1,0.0,0.0,PM2.5
7 Oktober 2024,21.4,51.8,0.0,11.4,42.3,0.0,0.0,PM2.5
8 Oktober 2024,21.5,51.8,0.0,11.4,42.8,0.0,0.0,PM2.5
9 Oktober 2024,22.5,54.0,0.0,11.3,43.4,0.0,0.0,PM2.5
10 Oktober 2024,22.0,52.4,0.0,11.4,42.5,0.0,0.0,PM2.5
11 Oktober 2024,22.6,54.8,0.0,11.2,43.1,0.0,0.0,PM2.5
12 Oktober 2024,22.6,54.8,0.0,11.3,42.3,0.0,0.0,PM2.5
13 Oktober 2024,22.1,52.4,0.0,11.3,43.4,0.0,0.0,PM2.5
14 Oktober 2024,21.5,52.4,0.0,11.4,43.1,0.0,0.0,PM2.5
15 Oktober 2024,21.7,51.8,0.0,11.4,43.4,0.0,0.0,PM2.5
16 Oktober 2024,22.7,55.6,0.0,11.3,42.3,0.0,0.0,PM2.5
17 Oktober 2024,22.2,54.0,0.0,11.3,42.8,0.0,0.0,PM2.5
18 Oktober 2024,22.7,54.8,0.0,11.3,42.1,0.0,0.0,PM2.5
19 Oktober 2024,22.8,55.6,0.0,11.3,42.8,0.0,0.0,PM2.5
20 Oktober 2024,22.2,53.2,0.0,11.3,42.3,0.0,0.0,PM2.5
21 Oktober 2024,21.7,52.4,0.0,11.4,42.5,0.0,0.0,PM2.5
22 Oktober 2024,21.8,52.4,0.0,11.4,43.1,0.0,0.0,PM2.5
23 Oktober 2024,22.8,55.6,0.0,11.2,42.1,0.0,0.0,PM2.5
24 Oktober 2024,22.3,54.0,0.0,11.3,43.1,0.0,0.0,PM2.5
25 Oktober 2024,22.9,55.6,0.0,11.2,42.8,0.0,0.0,PM2.5
26 Oktober 2024,22.9,56.3,0.0,11.2,43.4,0.0,0.0,PM2.5
27 Oktober 2024,22.4,54.0,0.0,11.3,42.3,0.0,0.0,PM2.5
28 Oktober 2024,21.8,54.0,0.0,11.3,42.5,0.0,0.0,PM2.5
29 Oktober 2024,22.0,52.4,0.0,11.4,43.4,0.0,0.0,PM2.5
30 Oktober 2024,23.0,56.3,0.0,11.2,41.9,0.0,0.0,PM2.5
31 Oktober 2024,22.5,54.8,0.0,11.2,42.3,0.0,0.0,PM2.5
1 November 2024,23.0,55.6,0.0,11.2,41.9,0.0,0.0,PM2.5
2 November 2024,23.1,57.1,0.0,11.2,43.4,0.0,0.0,PM2.5
3 November 2024,22.5,54.8,0.0,11.2,42.3,0.0,0.0,PM2.5
4 November 2024,22.0,54.0,0.0,11.3,42.5,0.0,0.0,PM2.5
5 November 2024,22.1,54.0,0.0,11.3,43.1,0.0,0.0,PM2.5
6 November 2024,23.1,56.3,0.0,11.2,42.1,0.0,0.0,PM2.5
7 November 2024,22.6,54.8,0.0,11.2,42.8,0.0,0.0,PM2.5
8 November 2024,23.2,57.1,0.0,11.2,41.9,0.0,0.0,PM2.5
9 November 2024,23.2,57.1,0.0,11.1,43.4,0.0,0.0,PM2.5
10 November 2024,22.7,54.8,0.0,11.3,42.3,0.0,0.0,PM2.5
11 November 2024,22.1,54.8,0.0,11.3,42.5,0.0,0.0,PM2.5
12 November 2024,22.3,54.0,0.0,11.3,43.1,0.0,0.0,PM2.5
13 November 2024,23.3,57.9,0.0,11.1,42.3,0.0,0.0,PM2.5
14 November 2024,22.8,56.3,0.0,11.2,42.1,0.0,0.0,PM2.5
15 November 2024,23.3,57.1,0.0,11.1,43.4,0.0,0.0,PM2.5
16 November 2024,23.4,57.9,0.0,11.1,43.1,0.0,0.0,PM2.5
17 November 2024,22.8,55.6,0.0,11.2,42.5,0.0,0.0,PM2.5
18 November 2024,22.3,54.8,0.0,11.3,42.8,0.0,0.0,PM2.5
19 November 2024,22.4,54.8,0.0,11.2,43.4,0.0,0.0,PM2.5
20 November 2024,23.4,57.9,0.0,11.1,42.3,0.0,0.0,PM2.5
21 November 2024,22.9,56.3,0.0,11.2,42.5,0.0,0.0,PM2.5
22 November 2024,23.5,57.9,0.0,11.1,43.4,0.0,0.0,PM2.5
23 November 2024,23.5,58.7,0.0,11.1,42.8,0.0,0.0,PM2.5
24 November 2024,23.0,55.6,0.0,11.2,42.5,0.0,0.0,PM2.5
25 November 2024,22.4,56.3,0.0,11.2,42.8,0.0,0.0,PM2.5
26 November 2024,22.6,54.8,0.0,11.2,43.4,0.0,0.0,PM2.5
27 November 2024,23.6,58.7,0.0,11.1,41.9,0.0,0.0,PM2.5
28 November 2024,23.1,57.1,0.0,11.2,42.1,0.0,0.0,PM2.5
29 November 2024,23.6,57.9,0.0,11.1,43.1,0.0,0.0,PM2.5
30 November 2024,23.7,59.5,0.0,11.1,42.5,0.0,0.0,PM2.5
1 Desember 2024,23.1,57.1,0.0,11.2,42.5,0.0,0.0,PM2.5
2 Desember 2024,22.6,56.3,0.0,11.2,42.8,0.0,0.0,PM2.5
3 Desember 2024,22.7,55.6,0.0,11.2,43.4,0.0,0.0,PM2.5
4 Desember 2024,23.7,58.7,0.0,11.1,41.9,0.0,0.0,PM2.5
5 Desember 2024,22.8,52.0,17.5,0.0,0.0,0.0,0.0,PM2.5
6 Desember 2024,23.2,56.3,24.6,0.0,0.6,0.0,0.0,PM2.5
7 Desember 2024,17.3,49.3,17.8,0.0,1.0,0.0,0.0,PM2.5
8 Desember 2024,18.6,50.2,17.9,0.0,0.3,0.0,0.0,PM2.5
9 Desember 2024,7.1,19.4,7.0,0.0,0.0,0.0,0.0,PM2.5
